Bait	Prey	PreyGene	Intensity	IntensitySum	AvgIntensity	NumReplicates	ctrlIntensity	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by	PreyGeneID	ctrlIntensitySum	AvgctrlIntensity
MEPCE	gi|380692328|gn|DDX56:54606|	DDX56	0.218	0.218	0.218	1	.	.	.	.	.	.	-0.080	0.000		54606	0	0
MEPCE	gi|23110939|gn|PSMA3:5684|	PSMA3	0.996	0.996	0.996	1	0.969	.	.	.	.	.	-31.902	0.000		5684	0.969	0.969
MEPCE	gi|12056465|gn|FBL:2091|	FBL	1.018	1.018	1.018	1	0.709	.	.	.	.	.	-2.962	0.000		2091	0.709	0.709
MEPCE	gi|12025678|gn|ACTN4:81|	ACTN4	1.591	1.591	1.591	1	1.621	.	.	.	.	.	3.294	0.000		81	1.621	1.621
MEPCE	gi|50409738|gn|ARL6IP4:51329|	ARL6IP4	3.244	3.244	3.244	1	3.079	.	.	.	.	.	2.885	0.000		51329	3.079	3.079
MEPCE	gi|11225260|gn|TOP1:7150|	TOP1	0.528	0.528	0.528	1	0.413	.	.	.	.	.	-0.597	0.000		7150	0.413	0.413
MEPCE	gi|14591909|gn|RPL5:6125|	RPL5	1.235	1.235	1.235	1	0.471	.	.	.	.	.	-1.638	0.000		6125	0.471	0.471
MEPCE	gi|13027644|gn|SNRPN:6638|	SNRPN	2.481	2.481	2.481	1	1.255	.	.	.	.	.	10.926	0.000		6638	1.255	1.255
MEPCE	gi|4506621|gn|RPL26:6154|	RPL26	2.244	2.244	2.244	1	1.382	.	.	.	.	.	6.942	0.000		6154	1.382	1.382
MEPCE	gi|4506629|gn|RPL29:6159|	RPL29	1.203	1.203	1.203	1	0.447	.	.	.	.	.	-1.493	0.000		6159	0.447	0.447
MEPCE	gi|24475847|gn|IVNS1ABP:10625|	IVNS1ABP	1.644	1.644	1.644	1	2.123	.	.	.	.	.	2.185	0.000		10625	2.123	2.123
MEPCE	gi|50659095|gn|DDX21:9188|	DDX21	0.911	0.911	0.911	1	0.626	.	.	.	.	.	-1.944	0.000		9188	0.626	0.626
MEPCE	gi|151101404|gn|PTMA:5757|	PTMA	0.963	0.963	0.963	1	2.029	.	.	.	.	.	1.360	0.000		5757	2.029	2.029
MEPCE	gi|14670350|gn|GTF2I:2969|	GTF2I	1.719	1.719	1.719	1	1.208	.	.	.	.	.	9.115	0.000		2969	1.208	1.208
MEPCE	gi|4503571|gn|ENO1:2023|	ENO1	2.292	2.292	2.292	1	2.904	.	.	.	.	.	2.150	0.000		2023	2.904	2.904
MEPCE	gi|124256496|gn|HSPA1L:3305|	HSPA1L	2.784	2.784	2.784	1	3.825	.	.	.	.	.	2.075	0.000		3305	3.825	3.825
MEPCE	gi|4506129|gn|PRPS2:5634|	PRPS2	2.094	2.094	2.094	1	2.050	.	.	.	.	.	2.916	0.000		5634	2.05	2.05
MEPCE	gi|145309309|gn|USP9X:8239|	USP9X	0.160	0.160	0.160	1	0.159	.	.	.	.	.	-0.087	0.000		8239	0.159	0.159
MEPCE	gi|21396489|gn|LONP1:9361|	LONP1	0.135	0.135	0.135	1	.	.	.	.	.	.	-0.049	0.000		9361	0	0
MEPCE	gi|16933546|gn|RPLP0:6175|	RPLP0	2.383	2.383	2.383	1	0.480	.	.	.	.	.	-3.244	0.000		6175	0.48	0.48
MEPCE	gi|39930375|gn|ENAH:55740|	ENAH	0.119	0.119	0.119	1	0.212	.	.	.	.	.	-0.077	0.000		55740	0.212	0.212
MEPCE	gi|42558250|gn|CAPRIN1:4076|	CAPRIN1	1.015	1.015	1.015	1	2.209	.	.	.	.	.	1.281	0.000		4076	2.209	2.209
MEPCE	gi|13129110|gn|WDR77:79084|	WDR77	4.074	4.074	4.074	1	2.811	.	.	.	.	.	3.941	0.000		79084	2.811	2.811
MEPCE	gi|54607072|gn|YBEY:54059|	YBEY	1.970	1.970	1.970	1	.	.	.	.	.	.	-0.720	0.000		54059	0	0
MEPCE	gi|221136939|gn|PRPF31:26121|	PRPF31	3.870	3.870	3.870	1	0.815	.	.	.	.	.	-18.957	0.000		26121	0.815	0.815
MEPCE	gi|4502891|gn|CLNS1A:1207|	CLNS1A	4.763	4.763	4.763	1	3.650	.	.	.	.	.	3.679	0.000		1207	3.65	3.65
MEPCE	gi|395132450|gn|RPL13A:23521|	RPL13A	1.471	1.471	1.471	1	.	.	.	.	.	.	-0.538	0.000		23521	0	0
MEPCE	gi|4758302|gn|ERH:2079|	ERH	2.893	2.893	2.893	1	2.776	.	.	.	.	.	2.833	0.000		2079	2.776	2.776
MEPCE	gi|312433975|gn|EIF3C:8663|	EIF3C	0.585	0.585	0.585	1	4.693	.	.	.	.	.	0.379	0.000		8663	4.693	4.693
MEPCE	gi|14110414|gn|HNRNPD:3184|	HNRNPD	0.908	0.908	0.908	1	0.820	.	.	.	.	.	-4.567	0.000		3184	0.82	0.82
MEPCE	gi|21327701|gn|TAF15:8148|	TAF15	1.749	1.749	1.749	1	1.764	.	.	.	.	.	3.082	0.000		8148	1.764	1.764
MEPCE	gi|56699409|gn|RBMX:27316|	RBMX	0.936	0.936	0.936	1	0.804	.	.	.	.	.	-4.289	0.000		27316	0.804	0.804
MEPCE	gi|109809739|gn|LARP7:51574|	LARP7	6.875	6.875	6.875	1	.	.	.	.	.	.	-2.513	0.000		51574	0	0
MEPCE	gi|222352151|gn|PCBP1:5093|	PCBP1	0.241	0.241	0.241	1	1.013	.	.	.	.	.	18.479	0.000		5093	1.013	1.013
MEPCE	gi|24307939|gn|CCT5:22948|	CCT5	2.132	2.132	2.132	1	2.417	.	.	.	.	.	2.416	0.000		22948	2.417	2.417
MEPCE	gi|5032179|gn|TRIM28:10155|	TRIM28	1.486	1.486	1.486	1	1.668	.	.	.	.	.	2.905	0.000		10155	1.668	1.668
MEPCE	gi|13236559|gn|C1orf35:79169|	C1orf35	0.887	0.887	0.887	1	0.700	.	.	.	.	.	-2.491	0.000		79169	0.7	0.7
MEPCE	gi|16117787|gn|RPL34:6164|	RPL34	1.390	1.390	1.390	1	.	.	.	.	.	.	-0.508	0.000		6164	0	0
MEPCE	gi|55956788|gn|NCL:4691|	NCL	2.120	2.120	2.120	1	0.956	.	.	.	.	.	-47.627	0.000		4691	0.956	0.956
MEPCE	gi|6857818|gn|NPM3:10360|	NPM3	0.600	0.600	0.600	1	.	.	.	.	.	.	-0.219	0.000		10360	0	0
MEPCE	gi|24307971|gn|STK38L:23012|	STK38L	1.026	1.026	1.026	1	1.036	.	.	.	.	.	29.287	0.000		23012	1.036	1.036
MEPCE	gi|91208426|gn|PRPF8:10594|	PRPF8	0.543	0.543	0.543	1	0.253	.	.	.	.	.	-0.395	0.000		10594	0.253	0.253
MEPCE	gi|187608516|gn|ACAP2:23527|	ACAP2	0.106	0.106	0.106	1	0.278	.	.	.	.	.	-0.083	0.000		23527	0.278	0.278
MEPCE	gi|4502549|gn|CALM2:805|	CALM2	0.559	0.559	0.559	1	1.428	.	.	.	.	.	1.570	0.000		805	1.428	1.428
MEPCE	gi|313569768|gn|RPL17:6139|	RPL17	2.569	2.569	2.569	1	1.352	.	.	.	.	.	8.513	0.000		6139	1.352	1.352
MEPCE	gi|10835063|gn|NPM1:4869|	NPM1	3.216	3.216	3.216	1	1.151	.	.	.	.	.	22.828	0.000		4869	1.151	1.151
MEPCE	gi|118582269|gn|SRSF1:6426|	SRSF1	0.761	0.761	0.761	1	0.562	.	.	.	.	.	-1.322	0.000		6426	0.562	0.562
MEPCE	gi|167234419|gn|THRAP3:9967|	THRAP3	0.596	0.596	0.596	1	0.207	.	.	.	.	.	-0.379	0.000		9967	0.207	0.207
MEPCE	gi|5454158|gn|VARS:7407|	VARS	0.301	0.301	0.301	1	0.538	.	.	.	.	.	-0.487	0.000		7407	0.538	0.538
MEPCE	gi|4506645|gn|RPL38:6169|	RPL38	9.325	9.325	9.325	1	6.825	.	.	.	.	.	4.855	0.000		6169	6.825	6.825
MEPCE	gi|14165469|gn|RPS15A:6210|	RPS15A	1.530	1.530	1.530	1	1.828	.	.	.	.	.	2.536	0.000		6210	1.828	1.828
MEPCE	gi|7661920|gn|EIF4A3:9775|	EIF4A3	0.211	0.211	0.211	1	11.297	.	.	.	.	.	0.087	0.000		9775	11.297	11.297
MEPCE	gi|5454154|gn|PPIH:10465|	PPIH	2.188	2.188	2.188	1	.	.	.	.	.	.	-0.800	0.000		10465	0	0
MEPCE	gi|15431290|gn|RPL11:6135|	RPL11	2.305	2.305	2.305	1	1.025	.	.	.	.	.	92.136	0.000		6135	1.025	1.025
MEPCE	gi|40217847|gn|SNRNP200:23020|	SNRNP200	0.630	0.630	0.630	1	0.131	.	.	.	.	.	-0.310	0.000		23020	0.131	0.131
MEPCE	gi|11415026|gn|RPL18A:6142|	RPL18A	0.568	0.568	0.568	1	0.258	.	.	.	.	.	-0.420	0.000		6142	0.258	0.258
MEPCE	gi|148613856|gn|DDX17:10521|	DDX17	1.242	1.242	1.242	1	2.048	.	.	.	.	.	1.733	0.000		10521	2.048	2.048
MEPCE	gi|54112117|gn|SF3B1:23451|	SF3B1	0.126	0.126	0.126	1	0.168	.	.	.	.	.	-0.071	0.000		23451	0.168	0.168
MEPCE	gi|4506787|gn|IQGAP1:8826|	IQGAP1	0.274	0.274	0.274	1	0.324	.	.	.	.	.	-0.243	0.000		8826	0.324	0.324
MEPCE	gi|21361399|gn|PPP2R1A:5518|	PPP2R1A	0.891	0.891	0.891	1	1.105	.	.	.	.	.	8.953	0.000		5518	1.105	1.105
MEPCE	gi|5803225|gn|YWHAE:7531|	YWHAE	3.992	3.992	3.992	1	3.879	.	.	.	.	.	2.944	0.000		7531	3.879	3.879
MEPCE	gi|194239727|gn|EEF1D:1936|	EEF1D	1.955	1.955	1.955	1	2.338	.	.	.	.	.	2.302	0.000		1936	2.338	2.338
MEPCE	gi|5453555|gn|RAN:5901|	RAN	1.079	1.079	1.079	1	0.839	.	.	.	.	.	-6.135	0.000		5901	0.839	0.839
MEPCE	gi|15809016|gn|MYL12B:103910|	MYL12B	2.129	2.129	2.129	1	2.237	.	.	.	.	.	2.645	0.000		103910	2.237	2.237
MEPCE	gi|14165435|gn|HNRNPK:3190|	HNRNPK	3.210	3.210	3.210	1	3.354	.	.	.	.	.	2.652	0.000		3190	3.354	3.354
MEPCE	gi|5174735|gn|TUBB4B:10383|	TUBB4B	4.512	4.512	4.512	1	6.088	.	.	.	.	.	2.498	0.000		10383	6.088	6.088
MEPCE	gi|21536326|gn|HNRNPUL1:11100|	HNRNPUL1	0.534	0.534	0.534	1	.	.	.	.	.	.	-0.195	0.000		11100	0	0
MEPCE	gi|5031741|gn|DNAJA2:10294|	DNAJA2	0.456	0.456	0.456	1	0.745	.	.	.	.	.	-1.548	0.000		10294	0.745	0.745
MEPCE	gi|5803207|gn|U2AF1:7307|	U2AF1	1.156	1.156	1.156	1	1.170	.	.	.	.	.	7.364	0.000		7307	1.17	1.17
MEPCE	gi|12667788|gn|MYH9:4627|	MYH9	0.894	0.894	0.894	1	1.208	.	.	.	.	.	4.724	0.000		4627	1.208	1.208
MEPCE	gi|18104948|gn|RPL21:6144|	RPL21	1.288	1.288	1.288	1	.	.	.	.	.	.	-0.471	0.000		6144	0	0
MEPCE	gi|157502193|gn|PSMD13:5719|	PSMD13	0.668	0.668	0.668	1	0.759	.	.	.	.	.	-2.425	0.000		5719	0.759	0.759
MEPCE	P02769	ALB	0.433	0.433	0.433	1	0.346	.	.	.	.	.	-0.407	0.000		280717	0.346	0.346
MEPCE	gi|4506687|gn|RPS15:6209|	RPS15	2.357	2.357	2.357	1	1.996	.	.	.	.	.	3.409	0.000		6209	1.996	1.996
MEPCE	gi|4506203|gn|PSMB7:5695|	PSMB7	0.873	0.873	0.873	1	0.742	.	.	.	.	.	-2.926	0.000		5695	0.742	0.742
MEPCE	gi|115298668|gn|SNRNP40:9410|	SNRNP40	0.260	0.260	0.260	1	.	.	.	.	.	.	-0.095	0.000		9410	0	0
MEPCE	gi|13699824|gn|KIF11:3832|	KIF11	1.143	1.143	1.143	1	1.050	.	.	.	.	.	23.385	0.000		3832	1.05	1.05
MEPCE	gi|4506455|gn|RCN1:5954|	RCN1	0.424	0.424	0.424	1	.	.	.	.	.	.	-0.155	0.000		5954	0	0
MEPCE	gi|91206456|gn|FAM133B:257415|	FAM133B	1.677	1.677	1.677	1	0.524	.	.	.	.	.	-2.594	0.000		257415	0.524	0.524
MEPCE	gi|61676188|gn|HUWE1:10075|	HUWE1	0.064	0.064	0.064	1	0.065	.	.	.	.	.	-0.023	0.000		10075	0.065	0.065
MEPCE	gi|4506681|gn|RPS11:6205|	RPS11	2.901	2.901	2.901	1	3.138	.	.	.	.	.	2.536	0.000		6205	3.138	3.138
MEPCE	gi|38327625|gn|CS:1431|	CS	1.438	1.438	1.438	1	1.255	.	.	.	.	.	6.335	0.000		1431	1.255	1.255
MEPCE	gi|14043072|gn|HNRNPA2B1:3181|	HNRNPA2B1	2.975	2.975	2.975	1	3.378	.	.	.	.	.	2.444	0.000		3181	3.378	3.378
MEPCE	gi|4506127|gn|PRPS1:5631|	PRPS1	2.022	2.022	2.022	1	1.828	.	.	.	.	.	3.350	0.000		5631	1.828	1.828
MEPCE	gi|21327708|gn|NAP1L1:4673|	NAP1L1	1.376	1.376	1.376	1	1.965	.	.	.	.	.	2.038	0.000		4673	1.965	1.965
MEPCE	gi|4758256|gn|EIF2S1:1965|	EIF2S1	0.553	0.553	0.553	1	1.118	.	.	.	.	.	4.969	0.000		1965	1.118	1.118
MEPCE	gi|167466173|gn|HSPA1B:3304|	HSPA1B	4.061	4.061	4.061	1	5.014	.	.	.	.	.	2.519	0.000		3304	5.014	5.014
MEPCE	gi|33286418|gn|PKM:5315|	PKM	2.750	2.750	2.750	1	3.400	.	.	.	.	.	2.247	0.000		5315	3.4	3.4
MEPCE	gi|195927006|gn|AIFM1:9131|	AIFM1	0.319	0.319	0.319	1	.	.	.	.	.	.	-0.117	0.000		9131	0	0
MEPCE	gi|25777615|gn|PSMD7:5713|	PSMD7	0.333	0.333	0.333	1	0.868	.	.	.	.	.	-2.357	0.000		5713	0.868	0.868
MEPCE	gi|15208660|gn|TRIM21:6737|	TRIM21	0.736	0.736	0.736	1	0.821	.	.	.	.	.	-3.740	0.000		6737	0.821	0.821
MEPCE	gi|5729877|gn|HSPA8:3312|	HSPA8	3.304	3.304	3.304	1	4.758	.	.	.	.	.	2.118	0.000		3312	4.758	4.758
MEPCE	gi|21626468|gn|ZNF638:27332|	ZNF638	0.173	0.173	0.173	1	0.128	.	.	.	.	.	-0.084	0.000		27332	0.128	0.128
MEPCE	gi|4506619|gn|RPL24:6152|	RPL24	1.428	1.428	1.428	1	1.155	.	.	.	.	.	9.918	0.000		6152	1.155	1.155
MEPCE	gi|4506695|gn|RPS19:6223|	RPS19	3.288	3.288	3.288	1	2.296	.	.	.	.	.	3.955	0.000		6223	2.296	2.296
MEPCE	gi|28557677|gn|PHF6:84295|	PHF6	0.372	0.372	0.372	1	.	.	.	.	.	.	-0.136	0.000		84295	0	0
MEPCE	gi|306482646|gn|SRSF2:6427|	SRSF2	1.635	1.635	1.635	1	1.755	.	.	.	.	.	2.907	0.000		6427	1.755	1.755
MEPCE	gi|41872631|gn|FASN:2194|	FASN	1.465	1.465	1.465	1	1.879	.	.	.	.	.	2.322	0.000		2194	1.879	1.879
MEPCE	gi|4502847|gn|CIRBP:1153|	CIRBP	2.313	2.313	2.313	1	2.514	.	.	.	.	.	2.508	0.000		1153	2.514	2.514
MEPCE	gi|15431303|gn|RPL9:6133|	RPL9	2.172	2.172	2.172	1	0.666	.	.	.	.	.	-5.339	0.000		6133	0.666	0.666
MEPCE	gi|228008291|gn|SYNCRIP:10492|	SYNCRIP	1.796	1.796	1.796	1	1.611	.	.	.	.	.	3.764	0.000		10492	1.611	1.611
MEPCE	gi|21361368|gn|ALDH18A1:5832|	ALDH18A1	0.448	0.448	0.448	1	0.678	.	.	.	.	.	-1.153	0.000		5832	0.678	0.678
MEPCE	gi|7657315|gn|LSM3:27258|	LSM3	3.203	3.203	3.203	1	0.888	.	.	.	.	.	-26.920	0.000		27258	0.888	0.888
MEPCE	gi|62244004|gn|SLTM:79811|	SLTM	0.153	0.153	0.153	1	0.140	.	.	.	.	.	-0.078	0.000		79811	0.14	0.14
MEPCE	gi|19923485|gn|LUC7L3:51747|	LUC7L3	1.823	1.823	1.823	1	1.854	.	.	.	.	.	2.952	0.000		51747	1.854	1.854
MEPCE	gi|23110935|gn|PSMA1:5682|	PSMA1	0.850	0.850	0.850	1	0.971	.	.	.	.	.	-29.153	0.000		5682	0.971	0.971
MEPCE	gi|17105394|gn|RPL23A:6147|	RPL23A	2.662	2.662	2.662	1	1.679	.	.	.	.	.	5.134	0.000		6147	1.679	1.679
MEPCE	gi|56676330|gn|HP1BP3:50809|	HP1BP3	0.285	0.285	0.285	1	.	.	.	.	.	.	-0.104	0.000		50809	0	0
MEPCE	gi|4506707|gn|RPS25:6230|	RPS25	3.146	3.146	3.146	1	2.576	.	.	.	.	.	3.325	0.000		6230	2.576	2.576
MEPCE	gi|5901926|gn|NUDT21:11051|	NUDT21	0.707	0.707	0.707	1	1.268	.	.	.	.	.	2.978	0.000		11051	1.268	1.268
MEPCE	gi|122937227|gn|U2SURP:23350|	U2SURP	0.158	0.158	0.158	1	0.135	.	.	.	.	.	-0.079	0.000		23350	0.135	0.135
MEPCE	gi|7705433|gn|EIF3L:51386|	EIF3L	0.548	0.548	0.548	1	6.797	.	.	.	.	.	0.286	0.000		51386	6.797	6.797
MEPCE	gi|41393554|gn|LUC7L:55692|	LUC7L	2.283	2.283	2.283	1	2.005	.	.	.	.	.	3.282	0.000		55692	2.005	2.005
MEPCE	gi|15718687|gn|RPS3:6188|	RPS3	5.132	5.132	5.132	1	4.359	.	.	.	.	.	3.486	0.000		6188	4.359	4.359
MEPCE	gi|119220557|gn|PAICS:10606|	PAICS	0.970	0.970	0.970	1	1.170	.	.	.	.	.	6.178	0.000		10606	1.17	1.17
MEPCE	gi|4506193|gn|PSMB1:5689|	PSMB1	0.758	0.758	0.758	1	1.134	.	.	.	.	.	6.027	0.000		5689	1.134	1.134
MEPCE	gi|4506661|gn|RPL7A:6130|	RPL7A	1.733	1.733	1.733	1	0.318	.	.	.	.	.	-1.511	0.000		6130	0.318	0.318
MEPCE	gi|27262647|gn|ATXN2L:11273|	ATXN2L	0.080	0.080	0.080	1	1.413	.	.	.	.	.	0.232	0.000		11273	1.413	1.413
MEPCE	gi|17158044|gn|RPS6:6194|	RPS6	2.128	2.128	2.128	1	3.238	.	.	.	.	.	1.811	0.000		6194	3.238	3.238
MEPCE	gi|148747437|gn|MOB1A:55233|	MOB1A	0.649	0.649	0.649	1	0.765	.	.	.	.	.	-2.427	0.000		55233	0.765	0.765
MEPCE	P00761	P00761	24.491	24.491	24.491	1	18.545	.	.	.	.	.	8.387	0.000			18.545	18.545
MEPCE	gi|4504733|gn|IRS4:8471|	IRS4	0.543	0.543	0.543	1	0.610	.	.	.	.	.	-1.097	0.000		8471	0.61	0.61
MEPCE	gi|414144872|gn|COPZ1:22818|	COPZ1	0.430	0.430	0.430	1	0.458	.	.	.	.	.	-0.551	0.000		22818	0.458	0.458
MEPCE	gi|337756501|gn|MTHFD1L:25902|	MTHFD1L	0.582	0.582	0.582	1	0.428	.	.	.	.	.	-0.686	0.000		25902	0.428	0.428
MEPCE	gi|5031973|gn|PDIA6:10130|	PDIA6	1.652	1.652	1.652	1	1.644	.	.	.	.	.	3.325	0.000		10130	1.644	1.644
MEPCE	gi|15431295|gn|RPL13:6137|	RPL13	2.389	2.389	2.389	1	0.596	.	.	.	.	.	-4.619	0.000		6137	0.596	0.596
MEPCE	gi|306482694|gn|SRSF7:6432|	SRSF7	1.102	1.102	1.102	1	1.460	.	.	.	.	.	2.912	0.000		6432	1.46	1.46
MEPCE	gi|6005926|gn|U2AF2:11338|	U2AF2	1.601	1.601	1.601	1	1.963	.	.	.	.	.	2.374	0.000		11338	1.963	1.963
MEPCE	gi|5803137|gn|RBM3:5935|	RBM3	1.649	1.649	1.649	1	2.098	.	.	.	.	.	2.225	0.000		5935	2.098	2.098
MEPCE	gi|27436901|gn|MRPL12:6182|	MRPL12	1.025	1.025	1.025	1	0.962	.	.	.	.	.	-26.762	0.000		6182	0.962	0.962
MEPCE	gi|4503515|gn|EIF3H:8667|	EIF3H	0.368	0.368	0.368	1	6.415	.	.	.	.	.	0.198	0.000		8667	6.415	6.415
MEPCE	gi|23110942|gn|PSMA5:5686|	PSMA5	1.020	1.020	1.020	1	1.005	.	.	.	.	.	221.147	0.000		5686	1.005	1.005
MEPCE	gi|77404397|gn|SND1:27044|	SND1	0.966	0.966	0.966	1	0.928	.	.	.	.	.	-12.958	0.000		27044	0.928	0.928
MEPCE	gi|24234688|gn|HSPA9:3313|	HSPA9	1.638	1.638	1.638	1	1.775	.	.	.	.	.	2.855	0.000		3313	1.775	1.775
MEPCE	gi|114155140|gn|TPM3:7170|	TPM3	1.024	1.024	1.024	1	1.055	.	.	.	.	.	19.127	0.000		7170	1.055	1.055
MEPCE	gi|4503841|gn|XRCC6:2547|	XRCC6	2.618	2.618	2.618	1	1.596	.	.	.	.	.	5.599	0.000		2547	1.596	1.596
MEPCE	gi|4506901|gn|SRSF3:6428|	SRSF3	1.708	1.708	1.708	1	2.110	.	.	.	.	.	2.286	0.000		6428	2.11	2.11
MEPCE	gi|4758012|gn|CLTC:1213|	CLTC	0.606	0.606	0.606	1	0.807	.	.	.	.	.	-2.826	0.000		1213	0.807	0.807
MEPCE	gi|33469917|gn|MCM4:4173|	MCM4	0.630	0.630	0.630	1	0.656	.	.	.	.	.	-1.492	0.000		4173	0.656	0.656
MEPCE	gi|10645195|gn|HIST1H2AE:3012|	HIST1H2AE	1.178	1.178	1.178	1	0.385	.	.	.	.	.	-1.234	0.000		3012	0.385	0.385
MEPCE	gi|48255889|gn|PRKCSH:5589|	PRKCSH	1.108	1.108	1.108	1	0.849	.	.	.	.	.	-6.791	0.000		5589	0.849	0.849
MEPCE	gi|4504897|gn|KPNA2:3838|	KPNA2	3.329	3.329	3.329	1	0.829	.	.	.	.	.	-17.702	0.000		3838	0.829	0.829
MEPCE	gi|21361181|gn|ATP1A1:476|	ATP1A1	0.280	0.280	0.280	1	0.278	.	.	.	.	.	-0.219	0.000		476	0.278	0.278
MEPCE	gi|24307919|gn|SNRNP27:11017|	SNRNP27	2.450	2.450	2.450	1	1.304	.	.	.	.	.	9.228	0.000		11017	1.304	1.304
MEPCE	gi|4506669|gn|RPLP1:6176|	RPLP1	3.007	3.007	3.007	1	.	.	.	.	.	.	-1.099	0.000		6176	0	0
MEPCE	gi|110347418|gn|SMC2:10592|	SMC2	0.276	0.276	0.276	1	0.298	.	.	.	.	.	-0.228	0.000		10592	0.298	0.298
MEPCE	gi|18105007|gn|CAD:790|	CAD	0.529	0.529	0.529	1	0.380	.	.	.	.	.	-0.547	0.000		790	0.38	0.38
MEPCE	gi|4502491|gn|C1QBP:708|	C1QBP	30.567	30.567	30.567	1	3.208	.	.	.	.	.	26.223	0.000		708	3.208	3.208
MEPCE	gi|21464101|gn|YWHAG:7532|	YWHAG	2.275	2.275	2.275	1	2.600	.	.	.	.	.	2.382	0.000		7532	2.6	2.6
MEPCE	gi|20070125|gn|P4HB:5034|	P4HB	0.562	0.562	0.562	1	0.379	.	.	.	.	.	-0.579	0.000		5034	0.379	0.379
MEPCE	gi|4506691|gn|RPS16:6217|	RPS16	3.136	3.136	3.136	1	2.386	.	.	.	.	.	3.605	0.000		6217	2.386	2.386
MEPCE	gi|5730023|gn|RUVBL2:10856|	RUVBL2	0.510	0.510	0.510	1	0.529	.	.	.	.	.	-0.803	0.000		10856	0.529	0.529
MEPCE	gi|226246671|gn|RPS20:6224|	RPS20	3.288	3.288	3.288	1	3.443	.	.	.	.	.	2.660	0.000		6224	3.443	3.443
MEPCE	gi|4759158|gn|SNRPD2:6633|	SNRPD2	2.934	2.934	2.934	1	2.667	.	.	.	.	.	2.992	0.000		6633	2.667	2.667
MEPCE	gi|29826335|gn|EIF2S2:8894|	EIF2S2	0.438	0.438	0.438	1	0.819	.	.	.	.	.	-2.189	0.000		8894	0.819	0.819
MEPCE	P05787	KRT8	1.112	1.112	1.112	1	0.785	.	.	.	.	.	-4.597	0.000		3856	0.785	0.785
MEPCE	gi|4557809|gn|OAT:4942|	OAT	1.068	1.068	1.068	1	0.780	.	.	.	.	.	-4.306	0.000		4942	0.78	0.78
MEPCE	gi|4504445|gn|HNRNPA1:3178|	HNRNPA1	2.619	2.619	2.619	1	2.667	.	.	.	.	.	2.669	0.000		3178	2.667	2.667
MEPCE	gi|28274701|gn|ZNF511:118472|	ZNF511	1.220	1.220	1.220	1	.	.	.	.	.	.	-0.446	0.000		118472	0	0
MEPCE	gi|42716280|gn|HDLBP:3069|	HDLBP	0.190	0.190	0.190	1	0.286	.	.	.	.	.	-0.152	0.000		3069	0.286	0.286
MEPCE	gi|4506723|gn|RPS3A:6189|	RPS3A	3.845	3.845	3.845	1	3.494	.	.	.	.	.	3.073	0.000		6189	3.494	3.494
MEPCE	gi|14249158|gn|HDGFRP2:84717|	HDGFRP2	0.155	0.155	0.155	1	0.185	.	.	.	.	.	-0.092	0.000		84717	0.185	0.185
MEPCE	gi|11321601|gn|PFKP:5214|	PFKP	0.184	0.184	0.184	1	0.180	.	.	.	.	.	-0.107	0.000		5214	0.18	0.18
MEPCE	gi|7661672|gn|POLDIP2:26073|	POLDIP2	0.576	0.576	0.576	1	.	.	.	.	.	.	-0.210	0.000		26073	0	0
MEPCE	gi|178056552|gn|NCAPD2:9918|	NCAPD2	0.085	0.085	0.085	1	0.093	.	.	.	.	.	-0.036	0.000		9918	0.093	0.093
MEPCE	gi|11415030|gn|HIST1H4J:8363|	HIST1H4J	0.612	0.612	0.612	1	0.665	.	.	.	.	.	-1.500	0.000		8363	0.665	0.665
MEPCE	gi|110227589|gn|ZNF706:51123|	ZNF706	1.306	1.306	1.306	1	.	.	.	.	.	.	-0.477	0.000		51123	0	0
MEPCE	gi|14916501|gn|RPS24:6229|	RPS24	3.057	3.057	3.057	1	3.271	.	.	.	.	.	2.580	0.000		6229	3.271	3.271
MEPCE	gi|314122177|gn|CALU:813|	CALU	1.236	1.236	1.236	1	0.746	.	.	.	.	.	-4.221	0.000		813	0.746	0.746
MEPCE	gi|10863889|gn|SART1:9092|	SART1	0.756	0.756	0.756	1	.	.	.	.	.	.	-0.276	0.000		9092	0	0
MEPCE	gi|4507873|gn|VBP1:7411|	VBP1	0.221	0.221	0.221	1	0.323	.	.	.	.	.	-0.195	0.000		7411	0.323	0.323
MEPCE	gi|19923315|gn|SHMT2:6472|	SHMT2	0.931	0.931	0.931	1	0.493	.	.	.	.	.	-1.314	0.000		6472	0.493	0.493
MEPCE	gi|382546190|gn|ATP5A1:498|	ATP5A1	0.738	0.738	0.738	1	0.384	.	.	.	.	.	-0.771	0.000		498	0.384	0.384
MEPCE	gi|19923969|gn|CCDC124:115098|	CCDC124	0.789	0.789	0.789	1	1.177	.	.	.	.	.	4.840	0.000		115098	1.177	1.177
MEPCE	gi|16579885|gn|RPL4:6124|	RPL4	1.592	1.592	1.592	1	0.424	.	.	.	.	.	-1.854	0.000		6124	0.424	0.424
MEPCE	P60712	ACTB	4.240	4.240	4.240	1	4.720	.	.	.	.	.	2.732	0.000		280979	4.72	4.72
MEPCE	gi|212549553|gn|ILF3:3609|	ILF3	0.537	0.537	0.537	1	0.906	.	.	.	.	.	-5.454	0.000		3609	0.906	0.906
